"entity";"status";"labellang";"label";"descriptionlang";"description";"instanceofQ";"instanceof";"sexQ";"sex";"bdate";"byear";"bplaceQ";"bplace";"bplaceLat";"bplaceLon";"bcountryQ";"bcountry";"ddate";"dyear";"dplaceQ";"dplace";"dplaceLat";"dplaceLon";"dcountryQ";"dcountry";"occupationQ";"occupation";"notableworkQ";"notablework";"educatedatQ";"educatedat";"fieldofworkQ";"fieldofwork";"movementQ";"movement";"genreQ";"genre";"influencedbyQ";"influencedby";"memberofQ";"memberof";"awardQ";"award";"viafid";"bneid";"mncarsid";"pic";"wikipedias"
"Q50659";"OK";"es";"Louis Leroy";"es";"pintor y grabador francés";"Q5";"ser humano";"Q6581097";"masculino";"+1812-07-11T00:00:00Z";"1812";"Q2845750";"antiguo distrito 1 de París";"48.870128";"2.320808";"Q142";"Francia";"+1885-07-30T00:00:00Z";"1885";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q214917|Q1930187|Q1028181|Q36180";"dramaturgo|periodista|pintor|escritor";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"27201345";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/M_Louis%20Leroy%20(photographie%20(...)Atelier%20Nadar%20btv1b53081569f.jpg";"https://es.wikipedia.org/wiki/Louis_Leroy"
"Q5985313";"OK";"es";"Léopold Levert";"en";"French painter and engraver (1819-1882)";"Q5";"ser humano";"Q6581097";"masculino";"+1819-10-11T00:00:00Z";"1819";"Q1073017";"Gognies-Chaussée";"50.339722222";"3.944444444";"Q142";"Francia";"+1882-07-24T00:00:00Z";"1882";"Q193899";"Fontenay-sous-Bois";"48.851666666";"2.477222222";"Q142";"Francia";"Q1028181|Q329439";"pintor|grabador";NA;NA;NA;NA;NA;NA;"Q143357";"Escuela de Barbizon";NA;NA;NA;NA;NA;NA;NA;NA;"96254732";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Portrait_of%20L%C3%A9opold%20Levert%20by%20Degas.JPG";"https://es.wikipedia.org/wiki/L%C3%A9opold_Levert"
"Q211356";"OK";"es";"Isaak Levitán";"es";"artista ruso";"Q5";"ser humano";"Q6581097";"masculino";"+1860-08-18T00:00:00Z";"1860";"Q1004295";"Kybartai";"54.638888888";"22.755555555";"Q37";"Lituania";"+1900-07-22T00:00:00Z";"1900";"Q649";"Moscú";"55.750555555";"37.6175";"Q159";"Rusia";"Q1028181|Q3391743";"pintor|artista visual";"Q4193277|Q4332076|Q4458429";"Golden Autumn|Lake. Russia|A Quiet Monastery";"Q1949325";"Escuela de Pintura, Escultura y Arquitectura de Moscú";"Q11629|Q36649|Q191163";"pintura|artes visuales|pintura del paisaje";"Q10857409";"realismo";"Q191163|Q40415";"pintura del paisaje|impresionismo";NA;NA;NA;NA;NA;NA;"331151778247818130002";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Isaac_Levitan%20selfportrait1880.jpg";"https://es.wikipedia.org/wiki/Isaak_Levit%C3%A1n"
"Q158062";"OK";"es";"Max Liebermann";"es";"pintor alemán";"Q5";"ser humano";"Q6581097";"masculino";"+1847-07-20T00:00:00Z";"1847";"Q64";"Berlín";"52.516666666";"13.383333333";"Q183";"Alemania";"+1935-02-08T00:00:00Z";"1935";"Q64";"Berlín";"52.516666666";"13.383333333";"Q183";"Alemania";"Q1028181|Q644687|Q11569986|Q3243461|Q1925963|Q37226|Q14623005|Q10862983|Q16947657|Q15296811|Q3391743";"pintor|ilustrador|grabador|coleccionista|artista gráfico|profesor|dibujante arquitectónico|aguafuertista|litógrafo|dibujante|artista visual";"Q15132660|Q17265543|Q860951|Q66318940|Q18688176";"Two Riders on the Beach|Two Riders on the Beach to the left|Retrato del pintor Lovis Corinth|Autorretrato con pincel|Women Plucking Geese";"Q1549326";"Escuela de pintura de Weimar";NA;NA;"Q40415";"impresionismo";"Q134307|Q191163|Q1047337";"retrato|pintura del paisaje|escena de género";NA;NA;"Q414110|Q700347";"Academia de las Artes de Berlín|Secesión de Berlín";"Q15124573|Q17484040|Q15056034|Q565030|Q876062";"Ciudadano de honor de Berlín|Orden del Águila Roja de 3° Clase|Orden del Mérito de las Ciencias y las Artes|Orden bávara de Maximiliano para la Ciencia y las Artes|Adlerschild des Deutschen Reiches";"32004869";"XX1364454";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Liebermann,_Max%20-%20Selbstbildnis%20mit%20Pinsel%20-%201913%20-%20Stiftung%20Stadtmuseum%20Berlin.jpg";"https://es.wikipedia.org/wiki/Max_Liebermann"
"Q2183848";"OK";"es";"Gustave Loiseau";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1865-10-03T00:00:00Z";"1865";"Q194420";"XVI Distrito de París";"48.863611111";"2.276488888";"Q142";"Francia";"+1935-10-10T00:00:00Z";"1935";"Q230127";"IV Distrito de París";"48.855555555";"2.355555555";"Q142";"Francia";"Q1028181";"pintor";"Q17493837";"L'Eure en hiver";"Q1135990";"Escuela Nacional Superior de las Artes Decorativas";"Q11629";"pintura";"Q382056|Q166713";"Escuela de Pont-Aven|posimpresionismo";"Q134307";"retrato";"Q37693|Q134741|Q34013";"Paul Gauguin|Camille Pissarro|Georges Seurat";NA;NA;NA;NA;"5799083";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Self-Portrait-with-Statuette_Gustave-Loiseau.jpg";"https://es.wikipedia.org/wiki/Gustave_Loiseau"
"Q690593";"OK";"es";"Eugenio Lucas Velázquez";"es";"pintor español";"Q5";"ser humano";"Q6581097";"masculino";"+1817-02-09T00:00:00Z";"1817";"Q2807";"Madrid";"40.416944444";"-3.703333333";"Q29";"España";"+1870-09-11T00:00:00Z";"1870";"Q2807";"Madrid";"40.416944444";"-3.703333333";"Q29";"España";"Q1028181";"pintor";"Q3113409";"Gran corrida de toros y cucaña";"Q1322403";"Real Academia de Bellas Artes de San Fernando";NA;NA;NA;NA;"Q134307";"retrato";NA;NA;NA;NA;NA;NA;"50285022";"XX1058894";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Autorretrato_1862.jpg";"https://es.wikipedia.org/wiki/Eugenio_Lucas_Vel%C3%A1zquez"
"Q545293";"OK";"es";"Maximilien Luce";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1858-03-13T00:00:00Z";"1858";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"+1941-02-06T00:00:00Z";"1941";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q1028181|Q16947657|Q11569986|Q1925963";"pintor|litógrafo|grabador|artista gráfico";"Q17492306|Q17492793|Q17493019";"Q17492306|Le chantier|Q17493019";"Q1135990";"Escuela Nacional Superior de las Artes Decorativas";NA;NA;"Q200034";"puntillismo";"Q134307";"retrato";NA;NA;"Q1420385";"Société des Artistes Indépendants";NA;NA;"85154331";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Maximilien_Luce%20-%20Autoportrait%20-%20Mus%C3%A9e%20d%C3%A9partemental%20Maurice%20Denis.jpg";"https://es.wikipedia.org/wiki/Maximilien_Luce"
"Q397123";"OK";"es";"Ștefan Luchian";"es";"pintor rumano";"Q5";"ser humano";"Q6581097";"masculino";"+1868-02-01T00:00:00Z";"1868";"Q276154";"Ștefănești";"47.792222222";"27.201111111";"Q218";"Rumania";"+1916-06-28T00:00:00Z";"1916";"Q19660";"Bucarest";"44.413361111";"26.097777777";"Q218";"Rumania";"Q1028181|Q20857490|Q17505902";"pintor|pastelista|acuarelista";NA;NA;"Q1474930|Q414052|Q337480";"Universidad Nacional de las Artes de Bucarest|Academia de Bellas Artes de Múnich|Academia Julian";"Q219423|Q11629";"mural|pintura";"Q40415|Q166713|Q34636|Q878985|Q164800";"impresionismo|posimpresionismo|modernismo|modernismo|simbolismo";"Q134307";"retrato";"Q454321|Q40599|Q46373";"Nicolae Grigorescu|Édouard Manet|Edgar Degas";"Q901677";"Academia Rumana";NA;NA;"27863524";"XX1253706";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Self-Portrait_Stefan%20Luchian.jpg";"https://es.wikipedia.org/wiki/%C8%98tefan_Luchian"
"Q8015513";"OK";"es";"William McTaggart";"es";"artista británico";"Q5";"ser humano";"Q6581097";"masculino";"+1835-10-25T00:00:00Z";"1835";"Q1012490";"Campbeltown";"55.423333333";"-5.606111111";"Q145";"Reino Unido";"+1910-04-02T00:00:00Z";"1910";"Q23436";"Edimburgo";"55.953333333";"-3.189166666";"Q145";"Reino Unido";"Q1028181";"pintor";"Q17491811|Q18686652";"Young Girls Bathing, White Bay, Cantyra|Spring";"Q5338172";"Edinburgh College of Art";NA;NA;NA;NA;"Q191163|Q158607";"pintura del paisaje|marinas";"Q159297";"John Constable";"Q2171114";"Royal Scottish Society of Painters in Watercolour";NA;NA;"18018453";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/William_McTaggart.jpg";NA
"Q19569687";"OK";"es";"Paul Fordyce Maitland";"es";"pintor británico";"Q5";"ser humano";"Q6581097";"masculino";"+1863-00-00T00:00:00Z";"1863";NA;NA;NA;NA;NA;NA;"+1909-05-13T00:00:00Z";"1909";"Q84";"Londres";"51.507222222";"-0.1275";"Q145";"Reino Unido";"Q1028181|Q483501";"pintor|artista";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"19547462";NA;NA;NA;NA
"Q3047923";"OK";"es";"Edmond Maître";"es";"músico francés";"Q5";"ser humano";"Q6581097";"masculino";"+1840-04-23T00:00:00Z";"1840";"Q1479";"Burdeos";"44.837777777";"-0.579444444";"Q142";"Francia";"+1898-05-29T00:00:00Z";"1898";"Q245546";"VI Distrito de París";"48.850530555";"2.332233333";"Q142";"Francia";"Q639669";"músico";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Bazille,_Fr%C3%A9d%C3%A9ric%20-%20Portrait%20of%20Edmond%20Maitre.jpeg";NA
"Q130777";"OK";"es";"Kazimir Malévich";"es";"artista y pintor soviético de origen polaco";"Q5";"ser humano";"Q6581097";"masculino";"+1878-02-11T00:00:00Z";"1878";"Q1899";"Kiev";"50.45";"30.523611111";"Q212";"Ucrania";"+1935-05-15T00:00:00Z";"1935";"Q656";"San Petersburgo";"59.95";"30.316666666";"Q159";"Rusia";"Q1028181|Q1281618|Q11569986|Q37226|Q2707485|Q1323191|Q15296811|Q17391638|Q5322166|Q3391743|Q1792450|Q1231865";"pintor|escultor|grabador|profesor|escenógrafo|diseñador de vestuario|dibujante|teórico del arte|diseñador|artista visual|historiador del arte|pedagogo";"Q1170315|Q1523466|Q579455|Q24057722|Q18112999";"Cuadrado negro|Composición suprematista|Blanco sobre blanco|An Englishman in Moscow|El afilador de cuchillos";NA;NA;"Q102932|Q115161743|Q50637|Q191970|Q36649|Q128115";"vanguardismo|visual art activity|estudio de la historia del arte|suprematismo|artes visuales|arte abstracto";"Q191970|Q1401605|Q207103";"suprematismo|Vanguardia rusa|constructivismo";"Q737201|Q11629|Q128115|Q170571|Q1622217";"escenografía|pintura|arte abstracto|bodegón|arte figurativo";NA;NA;"Q3433665";"Supremus";NA;NA;"14773228";"XX1083857|XX1759219";"malevitch-kasimir";"https://commons.wikimedia.org/wiki/Special:FilePath/Casimir_Malevich%20photo.jpg";"https://es.wikipedia.org/wiki/Kazimir_Mal%C3%A9vich"
"Q767";"OK";"es";"Stéphane Mallarmé";"es";"poeta francés";"Q5";"ser humano";"Q6581097";"masculino";"+1842-03-18T00:00:00Z";"1842";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"+1898-09-09T00:00:00Z";"1898";"Q96099935";"Valvins";"48.426629";"2.74411";"Q142";"Francia";"Q49757|Q333634|Q36180|Q4263842|Q4164507|Q5758653|Q644687";"poeta|traductor|escritor|crítico literario|crítico de arte|profesor de enseñanza secundaria|ilustrador";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Q7690225";"Taylorian Lecture";"51692711";"XX1087908";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Mallarm%C3%A9_Nadar.jpg";"https://es.wikipedia.org/wiki/St%C3%A9phane_Mallarm%C3%A9"
"Q40599";"OK";"es";"Édouard Manet";"es";"pintor y grabador francés";"Q5";"ser humano";"Q6581097";"masculino";"+1832-01-23T00:00:00Z";"1832";"Q2845749";"antiguo X distrito de París";"48.852668";"2.329374";"Q142";"Francia";"+1883-04-30T00:00:00Z";"1883";"Q270230";"VIII Distrito de París";"48.874166666";"2.311111111";"Q142";"Francia";"Q1028181|Q644687|Q16947657|Q14623005|Q15296811|Q3391743|Q483501";"pintor|ilustrador|litógrafo|dibujante arquitectónico|dibujante|artista visual|artista";"Q26250|Q39226|Q44124|Q152509|Q737062";"El pífano|La cantante callejera|Lola de Valencia|Almuerzo sobre la hierba|Olympia";"Q2983549";"Collège-lycée Jacques-Decour";"Q11629";"pintura";"Q40415";"impresionismo";"Q134307|Q214127|Q170571|Q191163|Q2414609";"retrato|escena de género|bodegón|pintura del paisaje|pintura religiosa";"Q326434";"Thomas Couture";NA;NA;"Q10855271";"Caballero de la Orden Nacional de la Legión de Honor";"97379936";"XX1098073";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/%C3%89douard_Manet,%20en%20buste,%20de%20face%20-%20Nadar.jpg";"https://es.wikipedia.org/wiki/%C3%89douard_Manet"
"Q7126304";"OK";"es";"Eugène Manet";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1833-11-21T00:00:00Z";"1833";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"+1892-04-13T00:00:00Z";"1892";"Q194420";"XVI Distrito de París";"48.863611111";"2.276488888";"Q142";"Francia";"Q806798";"banquero";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Eugene_Manet%20and%20His%20Daughter%20in%20the%20Garden%201883%20Berthe%20Morisot.jpg|https://commons.wikimedia.org/wiki/Special:FilePath/Eugene_Manet%20(1874)%20by%20Edgar%20Degas.jpg|https://commons.wikimedia.org/wiki/Special:FilePath/Berthe_Morisot%20-%20Eug%C3%A8ne%20Manet%20%C3%A0%20l'%C3%AEle%20de%20Wight.jpg";NA
"Q447149";"OK";"es";"Julie Manet";"en";"French painter and art collector (1878-1966)";"Q5";"ser humano";"Q6581072";"femenino";"+1878-11-14T00:00:00Z";"1878";"Q194420";"XVI Distrito de París";"48.863611111";"2.276488888";"Q142";"Francia";"+1966-07-14T00:00:00Z";"1966";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q1028181|Q10732476|Q18814623|Q18939491|Q1630100|Q4610556|Q3391743|Q3243461";"pintor|coleccionista de arte|autobiógrafo|diarista|modelo artístico|modelo|artista visual|coleccionista";NA;NA;NA;NA;"Q185598|Q11629|Q36649|Q208165";"diario personal|pintura|artes visuales|coleccionismo";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"42635034";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Julie_Manet%201894.jpg";"https://es.wikipedia.org/wiki/Julie_Manet"
"Q16214296";"OK";"es";"Paul Mantz";"ar";"جامع تحف فرنسي";"Q5";"ser humano";"Q6581097";"masculino";"+1821-04-28T00:00:00Z";"1821";"Q1479";"Burdeos";"44.837777777";"-0.579444444";"Q142";"Francia";"+1895-01-30T00:00:00Z";"1895";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q10732476|Q1792450|Q1930187|Q4164507";"coleccionista de arte|historiador del arte|periodista|crítico de arte";NA;NA;NA;NA;"Q36649";"artes visuales";NA;NA;NA;NA;NA;NA;NA;NA;"Q10855271";"Caballero de la Orden Nacional de la Legión de Honor";"58145857804323020168";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Paul_Mantz,%20historien%20de%20l'art.jpg";NA
"Q3103157";"OK";"es";"Georges Henri Manzana Pissarro";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1871-11-22T00:00:00Z";"1871";"Q762133";"Louveciennes";"48.860277777";"2.116388888";"Q142";"Francia";"+1961-01-20T00:00:00Z";"1961";"Q180083";"Menton";"43.774722222";"7.499722222";"Q142";"Francia";"Q1028181";"pintor";NA;NA;NA;NA;NA;NA;"Q40415";"impresionismo";NA;NA;NA;NA;NA;NA;NA;NA;"95814415";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Portrait-of-Georges-Pissarro.jpg";NA
"Q978158";"OK";"es";"Jacob Maris";"es";"pintor neerlandés";"Q5";"ser humano";"Q6581097";"masculino";"+1837-08-25T00:00:00Z";"1837";"Q36600";"La Haya";"52.08";"4.31";"Q55";"Países Bajos";"+1899-08-07T00:00:00Z";"1899";"Q384544";"Karlovy Vary";"50.230555555";"12.8725";"Q213";"República Checa";"Q1028181|Q15296811|Q3391743";"pintor|dibujante|artista visual";"Q17324090|Q17324906|Q17324908";"Cityscape|View of a port|River landscape";"Q2746779|Q511291|Q116923588";"Real Academia de Bellas Artes de Amberes|Real Academia de Bellas Artes de La Haya|Haagsche Teekenacademie";"Q11629|Q36649";"pintura|artes visuales";"Q1232633";"Escuela de La Haya";"Q191163";"pintura del paisaje";NA;NA;"Q2117648|Q1232633";"Arti et Amicitiae|Escuela de La Haya";"Q2248337";"Comandante de la Orden del León Neerlandés";"33059729";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Jacob_Maris%20by%20Matthijs%20Maris.jpg";"https://es.wikipedia.org/wiki/Jacob_Maris"
"Q1375830";"OK";"es";"Matthijs Maris";"es";"pintor neerlandés";"Q5";"ser humano";"Q6581097";"masculino";"+1839-08-17T00:00:00Z";"1839";"Q36600";"La Haya";"52.08";"4.31";"Q55";"Países Bajos";"+1917-08-22T00:00:00Z";"1917";"Q84";"Londres";"51.507222222";"-0.1275";"Q145";"Reino Unido";"Q1028181|Q16947657|Q10862983|Q1925963";"pintor|litógrafo|aguafuertista|artista gráfico";"Q12987673|Q17328041|Q17328055";"A Fairytale|Brook in the Woods near Oosterbeek|The Noord-West-Buitensingel in The Hague";"Q511291";"Real Academia de Bellas Artes de La Haya";"Q11629|Q1027879|Q133036";"pintura|gráficos|litografía";"Q1232633";"Escuela de La Haya";NA;NA;NA;NA;"Q1232633";"Escuela de La Haya";NA;NA;"72199839";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Maris_matthijs%20zelfportret.jpg";"https://es.wikipedia.org/wiki/Matthijs_Maris"
"Q1970072";"OK";"es";"Willem Maris";"es";"pintor neerlandés";"Q5";"ser humano";"Q6581097";"masculino";"+1844-02-18T00:00:00Z";"1844";"Q36600";"La Haya";"52.08";"4.31";"Q55";"Países Bajos";"+1910-10-10T00:00:00Z";"1910";"Q36600";"La Haya";"52.08";"4.31";"Q55";"Países Bajos";"Q1028181|Q21600439|Q1925963";"pintor|pintor de paisajes|artista gráfico";"Q17324910|Q17328060|Q17329562";"Cows in a soggy meadow|Eendjes|Meadow with Cows by the Water";"Q511291";"Real Academia de Bellas Artes de La Haya";"Q11629|Q1027879";"pintura|gráficos";"Q1232633";"Escuela de La Haya";"Q191163";"pintura del paisaje";NA;NA;"Q1232633";"Escuela de La Haya";NA;NA;"71300580";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Portrait_of%20Willem%20Maris%20by%20Floris%20Arntzenius.jpg";"https://es.wikipedia.org/wiki/Willem_Maris"
"Q660253";"OK";"es";"Diego Martelli";"es";"crítico de arte italiano";"Q5";"ser humano";"Q6581097";"masculino";"+1839-10-28T00:00:00Z";"1839";"Q2044";"Florencia";"43.771388888";"11.254166666";"Q38";"Italia";"+1896-11-20T00:00:00Z";"1896";"Q2044";"Florencia";"43.771388888";"11.254166666";"Q38";"Italia";"Q4164507|Q1930187|Q15472169";"crítico de arte|periodista|mecenas";NA;NA;"Q645663";"Universidad de Pisa";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"88353233";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Portrait_of%20Diego%20Martelli%20(1885),%20by%20Francesco%20Gioli.jpg";"https://es.wikipedia.org/wiki/Diego_Martelli"
"Q177978";"OK";"es";"Henri-Jean Guillaume Martin";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1860-08-05T00:00:00Z";"1860";"Q7880";"Toulouse";"43.604444444";"1.443888888";"Q142";"Francia";"+1943-11-12T00:00:00Z";"1943";"Q1328381";"Labastide-du-Vert";"44.511666666";"1.262222222";"Q142";"Francia";"Q1028181";"pintor";"Q15648201|Q15921385|Q17491974";"Beauty|La Famille|La fenaison";"Q941853";"Escuela Superior de las Bellas Artes de Toulouse";"Q11629";"pintura";"Q40415|Q200034|Q164800";"impresionismo|puntillismo|simbolismo";"Q134307";"retrato";"Q34013";"Georges Seurat";"Q337531";"Academia de Bellas Artes";"Q10855212";"Comandante de la Orden Nacional de la Legión de Honor";"19951067";"XX1612461|XX1770726";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/HenriMartin.jpg";"https://es.wikipedia.org/wiki/Henri_Martin_(pintor)"
"Q1725674";"OK";"es";"Roger Marx";"en";"French art critic (1859–1913)";"Q5";"ser humano";"Q6581097";"masculino";"+1859-08-28T00:00:00Z";"1859";"Q40898";"Nancy";"48.692777777";"6.183611111";"Q142";"Francia";"+1913-12-13T00:00:00Z";"1913";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q4164507|Q212238|Q1792450|Q1930187|Q36180|Q3243461";"crítico de arte|funcionario|historiador del arte|periodista|escritor|coleccionista";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Q10855212";"Comandante de la Orden Nacional de la Legión de Honor";"61629396";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Roger_Marx%20par%20Eug%C3%A8ne%20Carri%C3%A8re.jpg";"https://es.wikipedia.org/wiki/Roger_Marx"
"Q1856520";"OK";"es";"Maxime Maufra";"es";"biografía, pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1861-05-17T00:00:00Z";"1861";"Q12191";"Nantes";"47.217222222";"-1.553888888";"Q142";"Francia";"+1918-05-23T00:00:00Z";"1918";"Q776473";"Poncé-sur-le-Loir";"47.761944444";"0.655277777";"Q142";"Francia";"Q1028181|Q329439|Q16947657|Q5322166|Q1925963|Q483501";"pintor|grabador|litógrafo|diseñador|artista gráfico|artista";"Q17491843|Q17493591|Q17494462";"The Bay of Douarnenez|Q17493591|Q17494462";"Q3268696";"lycée Georges-Clemenceau";NA;NA;"Q382056";"Escuela de Pont-Aven";"Q158607|Q191163";"marinas|pintura del paisaje";"Q134741|Q175130";"Camille Pissarro|Alfred Sisley";"Q3088622";"Breton Regionalist Union";"Q846523|Q10855271";"pintor oficial de la Marina|Caballero de la Orden Nacional de la Legión de Honor";"54166372";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/MaufraPortrait.jpg";"https://es.wikipedia.org/wiki/Maxime_Maufra"
"Q9327";"OK";"es";"Guy de Maupassant";"es";"escritor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1850-08-05T00:00:00Z";"1850";"Q629137";"Tourville-sur-Arques";"49.858333333";"1.101388888";"Q142";"Francia";"+1893-07-06T00:00:00Z";"1893";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q15949613|Q214917|Q1930187|Q6625963|Q36180|Q49757";"escritor de cuentos|dramaturgo|periodista|novelista|escritor|poeta";"Q339761|Q63971|Q249242|Q2701030";"Bel Ami|Bola de sebo|Une Vie|El Horla";"Q1878600|Q3268638|Q123138282";"Lycée Henri IV|Liceo Pierre-Corneille|Q123138282";"Q8242|Q11635|Q11030";"literatura|teatro|periodismo";"Q667661";"realismo literario";NA;NA;"Q9711|Q504";"Honoré de Balzac|Émile Zola";NA;NA;"Q18018029";"premio Vitet";"29537765";"XX955960";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Maupassant_par%20Nadar.jpg";"https://es.wikipedia.org/wiki/Guy_de_Maupassant"
"Q1999545";"OK";"es";"A. Maureau";"es";"pintor estadounidense";"Q5";"ser humano";"Q6581097";"masculino";"+1840-00-00T00:00:00Z";"1840";"Q34404";"Nueva Orleans";"29.976111111";"-90.078333333";"Q30";"Estados Unidos";"+1880-04-10T00:00:00Z";"1880";"Q163948";"X Distrito de París";"48.875508333";"2.357852777";"Q142";"Francia";"Q1028181";"pintor";NA;NA;NA;NA;"Q11629";"pintura";"Q40415";"impresionismo";NA;NA;NA;NA;NA;NA;NA;NA;"95986328";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/%C3%89douard_Manet%20-%20Homme%20au%20Chapeau%20Rond.jpg";NA
"Q2059549";"OK";"es";"Octave Maus";"es";"crítico de arte, abogado y escritor belga";"Q5";"ser humano";"Q6581097";"masculino";"+1856-06-12T00:00:00Z";"1856";"Q239";"Bruselas";"50.846666666";"4.351666666";"Q31";"Bélgica";"+1919-11-26T00:00:00Z";"1919";"Q239";"Bruselas";"50.846666666";"4.351666666";"Q31";"Bélgica";"Q40348|Q185351|Q4164507";"abogado|jurista|crítico de arte";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"37678130";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Octave_Maus%20by%20Rysselberghe.jpg";"https://es.wikipedia.org/wiki/Octave_Maus"
"Q591907";"OK";"es";"Anton Mauve";"es";"pintor neerlandés";"Q5";"ser humano";"Q6581097";"masculino";"+1838-09-18T00:00:00Z";"1838";"Q211260";"Zaandam";"52.441666666";"4.842222222";"Q55";"Países Bajos";"+1888-02-05T00:00:00Z";"1888";"Q1310";"Arnhem";"51.983333333";"5.916666666";"Q55";"Países Bajos";"Q1028181|Q17505902|Q3391743";"pintor|acuarelista|artista visual";"Q13099109|Q17324308|Q17324911";"Morning Ride on the Beach|Launching a fishing boat (type 'Pink') in the sea|The milking corner.";NA;NA;"Q11629|Q36649";"pintura|artes visuales";"Q1232633";"Escuela de La Haya";"Q134307";"retrato";NA;NA;"Q2117648|Q1232633";"Arti et Amicitiae|Escuela de La Haya";NA;NA;"35252522";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Portret_van%20de%20kunstschilder%20Anton%20Mauve,%20RP-T-1964-242.jpg";"https://es.wikipedia.org/wiki/Anton_Mauve"
"Q276123";"OK";"es";"Helen McNicoll";"es";"artista canadiense";"Q5";"ser humano";"Q6581072";"femenino";"+1879-12-14T00:00:00Z";"1879";"Q172";"Toronto";"43.670277777";"-79.386666666";"Q16";"Canadá";"+1915-06-27T00:00:00Z";"1915";"Q1009298";"Swanage";"50.61";"-1.96";"Q145";"Reino Unido";"Q1028181";"pintor";NA;NA;NA;NA;"Q11629";"pintura";"Q40415";"impresionismo";NA;NA;NA;NA;"Q2822453";"Real Academia de Artes de Canadá";"Q63641962";"miembro de la Real Academia de Artes de Canadá";"57684312";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Mcnicoll.jpg";NA
