"entity";"status";"labellang";"label";"descriptionlang";"description";"instanceofQ";"instanceof";"sexQ";"sex";"bdate";"byear";"bplaceQ";"bplace";"bplaceLat";"bplaceLon";"bcountryQ";"bcountry";"ddate";"dyear";"dplaceQ";"dplace";"dplaceLat";"dplaceLon";"dcountryQ";"dcountry";"occupationQ";"occupation";"notableworkQ";"notablework";"educatedatQ";"educatedat";"fieldofworkQ";"fieldofwork";"movementQ";"movement";"genreQ";"genre";"influencedbyQ";"influencedby";"memberofQ";"memberof";"awardQ";"award";"viafid";"bneid";"mncarsid";"pic";"wikipedias"
"Q1346145";"OK";"es";"Giuseppe Abbati";"es";"pintor italiano";"Q5";"ser humano";"Q6581097";"masculino";"+1836-01-13T00:00:00Z";"1836";"Q2634";"Nápoles";"40.835833333";"14.248611111";"Q38";"Italia";"+1868-02-21T00:00:00Z";"1868";"Q2044";"Florencia";"43.771388888";"11.254166666";"Q38";"Italia";"Q1028181|Q3564543";"pintor|Garibaldino";NA;NA;"Q338505";"Accademia di Belle Arti di Venezia";NA;NA;"Q574985";"macchiaioli";NA;NA;NA;NA;"Q574985";"macchiaioli";NA;NA;"22938823";"XX1069583";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Giuseppe_Abbati%20Autoritratto.jpg";"https://es.wikipedia.org/wiki/Giuseppe_Abbati"
"Q2058686";"OK";"es";"Paul Alexis";"es";"Novelista, dramaturgo y periodista (1847-1901)";"Q5";"ser humano";"Q6581097";"masculino";"+1847-06-16T00:00:00Z";"1847";"Q47465";"Aix-en-Provence";"43.527777777";"5.445555555";"Q142";"Francia";"+1901-07-28T00:00:00Z";"1901";"Q166640";"Levallois-Perret";"48.893333333";"2.287777777";"Q142";"Francia";"Q1930187|Q49757|Q6625963|Q214917|Q36180";"periodista|poeta|novelista|dramaturgo|escritor";NA;NA;"Q1204304";"Universidad Paul Cézanne Aix-Marseille III";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"68924516";"XX1180883";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Paul_Alexis%20lisant%20%C3%A0%20%C3%89mile%20Zola,%20par%20Paul%20C%C3%A9zanne.jpg";"https://es.wikipedia.org/wiki/Paul_Alexis"
"Q253446";"OK";"es";"Anna Ancher";"es";"pintora impresionista danesa";"Q5";"ser humano";"Q6581072";"femenino";"+1859-08-18T00:00:00Z";"1859";"Q215177";"Skagen";"57.722222222";"10.587777777";"Q35";"Dinamarca";"+1935-04-15T00:00:00Z";"1935";"Q215177";"Skagen";"57.722222222";"10.587777777";"Q35";"Dinamarca";"Q1028181|Q483501";"pintor|artista";"Q18599455|Q21044818|Q22675180|Q20491541";"Michael Ancher Painting on the Shore|The maid in the kitchen|A field sermon|A Funeral";NA;NA;NA;NA;"Q40415";"impresionismo";"Q134307";"retrato";NA;NA;"Q726483";"Pintores de Skagen";"Q1800376|Q3352524|Q2345755";"Tagea Brandt Rejselegat|Medalla Eckersberg|Ingenio et arti";"69035798";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Anna_Ancher%20Royal%20Library%20of%20Denmark1.jpg";"https://es.wikipedia.org/wiki/Anna_Ancher"
"Q723350";"OK";"es";"Ion Andreescu";"es";"pintor rumano";"Q5";"ser humano";"Q6581097";"masculino";"+1850-02-15T00:00:00Z";"1850";"Q19660";"Bucarest";"44.413361111";"26.097777777";"Q218";"Rumania";"+1882-10-22T00:00:00Z";"1882";"Q19660";"Bucarest";"44.413361111";"26.097777777";"Q218";"Rumania";"Q1028181";"pintor";NA;NA;"Q337480|Q2983884";"Academia Julian|Gheorghe Lazăr National College";"Q11629";"pintura";"Q40415";"impresionismo";"Q134307";"retrato";"Q454321";"Nicolae Grigorescu";NA;NA;NA;NA;"47555567";"XX1193598";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Self-Portrait_Ion%20Andreescu%201882.jpg";"https://es.wikipedia.org/wiki/Ion_Andreescu"
"Q1063574";"OK";"es";"Charles Angrand";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1854-04-19T00:00:00Z";"1854";"Q1134553";"Criquetot-sur-Ouville";"49.676388888";"0.846111111";"Q142";"Francia";"+1926-04-01T00:00:00Z";"1926";"Q30974";"Ruán";"49.443055555";"1.1025";"Q142";"Francia";"Q1028181|Q15296811|Q2144983";"pintor|dibujante|repetitor";"Q17491134|Q17493810";"Hombre y mujer por la calle|Les Villottes";"Q627006";"escuela normal";"Q11629";"pintura";"Q200034|Q258694|Q858436|Q164800";"puntillismo|Las Artes Incoherentes|neorealism|simbolismo";"Q134307";"retrato";NA;NA;"Q16962140";"Société Normande de Peinture Moderne";NA;NA;"73893847";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Self_Portrait%20Charles%20Angrand.jpg";"https://es.wikipedia.org/wiki/Charles_Angrand"
"Q287524";"OK";"es";"Louis Anquetin";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1861-01-26T00:00:00Z";"1861";"Q841022";"Étrépagny";"49.305833333";"1.611388888";"Q142";"Francia";"+1932-08-19T00:00:00Z";"1932";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q1028181|Q16947657|Q13235160";"pintor|litógrafo|productor";"Q17491649|Q17491926|Q17495340";"Henri Samary|Q17491926|Q17495340";"Q3268638";"Liceo Pierre-Corneille";NA;NA;"Q889525";"Cloisonismo";"Q134307";"retrato";NA;NA;"Q675016";"Société nationale des beaux-arts";"Q10855271";"Caballero de la Orden Nacional de la Legión de Honor";"59129798";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Louis_anquetin%20autoportrait%20au%20chevalet%20021334).jpg";"https://es.wikipedia.org/wiki/Louis_Anquetin"
"Q50656";"OK";"es";"Zacharie Astruc";"es";"pintor, escultor, poeta y crítico de arte francés";"Q5";"ser humano";"Q6581097";"masculino";"+1833-02-23T00:00:00Z";"1833";"Q38380";"Angers";"47.472777777";"-0.555555555";"Q142";"Francia";"+1907-05-24T00:00:00Z";"1907";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q1281618|Q4164507|Q1028181|Q49757|Q36834|Q1930187";"escultor|crítico de arte|pintor|poeta|compositor|periodista";"Q18191165";"Le Marchand de masques";NA;NA;"Q11629";"pintura";NA;NA;NA;NA;NA;NA;NA;NA;"Q10855271";"Caballero de la Orden Nacional de la Legión de Honor";"9877616";"XX1509291";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Zacharie_Astruc%20by%20F%C3%A9lix%20Bracquemond.jpg";"https://es.wikipedia.org/wiki/Zacharie_Astruc"
"Q2853933";"OK";"es";"Antoine Ferdinand Attendu";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1845-04-25T00:00:00Z";"1845";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"+1917-03-14T00:00:00Z";"1917";"Q1624834";"Graves-Saint-Amant";"45.643888888";"-0.094166666";"Q142";"Francia";"Q1028181";"pintor";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"96648133";NA;NA;NA;NA
"Q2714600";"OK";"es";"Albert Aurier";"es";"artista francés";"Q5";"ser humano";"Q6581097";"masculino";"+1865-05-05T00:00:00Z";"1865";"Q174251";"Châteauroux";"46.809722222";"1.690277777";"Q142";"Francia";"+1892-10-05T00:00:00Z";"1892";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q10732476|Q49757|Q36180|Q4164507|Q1930187";"coleccionista de arte|poeta|escritor|crítico de arte|periodista";NA;NA;NA;NA;NA;NA;"Q164800";"simbolismo";NA;NA;NA;NA;NA;NA;NA;NA;"66516424";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Aurier,_Albert,%20BNF%20Gallica.jpg";NA
"Q239432";"OK";"es";"Jane Avril";"es";"bailarina francesa";"Q5";"ser humano";"Q6581072";"femenino";"+1868-06-09T00:00:00Z";"1868";"Q210720";"XX Distrito de París";"48.865061111";"2.39905";"Q142";"Francia";"+1943-01-17T00:00:00Z";"1943";"Q191066";"XV distrito de París";"48.841327777";"2.300291666";"Q142";"Francia";"Q5716684|Q1630100";"bailarín|modelo artístico";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"64114207";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Jeanne_Avril.jpg";"https://es.wikipedia.org/wiki/Jane_Avril"
"Q2830938";"OK";"es";"Albert Baertsoen";"es";"pintor belga";"Q5";"ser humano";"Q6581097";"masculino";"+1866-01-09T00:00:00Z";"1866";"Q1296";"Gante";"51.053611111";"3.725277777";"Q31";"Bélgica";"+1922-06-09T00:00:00Z";"1922";"Q1296";"Gante";"51.053611111";"3.725277777";"Q31";"Bélgica";"Q1028181|Q1925963|Q483501|Q3391743|Q15296811|Q11569986";"pintor|artista gráfico|artista|artista visual|dibujante|grabador";"Q17491575|Q17494980|Q17496105";"Q17491575|Q17494980|Q17496105";NA;NA;"Q36649|Q11629|Q1027879";"artes visuales|pintura|gráficos";NA;NA;NA;NA;NA;NA;"Q4420893";"Kunst van Heden";NA;NA;"15043852";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Cluysenaar_Baertsoen.jpg";NA
"Q368254";"OK";"es";"Giacomo Balla";"es";"artista italiano";"Q5";"ser humano";"Q6581097";"masculino";"+1871-07-18T00:00:00Z";"1871";"Q495";"Turín";"45.079166666";"7.676111111";"Q38";"Italia";"+1958-03-01T00:00:00Z";"1958";"Q220";"Roma";"41.893055555";"12.482777777";"Q38";"Italia";"Q1028181|Q1281618|Q36834|Q15296811|Q37226|Q7541856|Q483501";"pintor|escultor|compositor|dibujante|profesor|ceramista|artista";"Q2902629|Q3826517";"Dynamism of a Dog on a Leash|Lampada ad arco";"Q1168859";"Academia Albertina";"Q11629";"pintura";"Q131221";"futurismo";NA;NA;"Q216582";"Filippo Tommaso Marinetti";NA;NA;NA;NA;"29596654";"XX1124133";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Russolo,_Carr%C3%A0,%20Marinetti,%20Boccioni%20and%20Severini%20in%20front%20of%20Le%20Figaro,%20Paris,%209%20February%201912.jpg";"https://es.wikipedia.org/wiki/Giacomo_Balla"
"Q541859";"OK";"es";"Jules Bastien-Lepage";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1848-11-01T00:00:00Z";"1848";"Q195737";"Damvillers";"49.342777777";"5.399722222";"Q142";"Francia";"+1884-12-10T00:00:00Z";"1884";"Q197297";"XVII Distrito de París";"48.882244444";"2.307838888";"Q142";"Francia";"Q1028181|Q11569986";"pintor|grabador";"Q17490658|Q17491297|Q17493063|Q16682769";"Adolphe Franck (1810-1893), French philosopher|Émile Bastien-Lepage|The beggar|October";"Q273593";"Escuela Nacional Superior de Bellas Artes de París";"Q11629";"pintura";"Q10998";"Solanum tuberosum";"Q134307";"retrato";NA;NA;NA;NA;"Q576434|Q10855271";"Premio de Roma|Caballero de la Orden Nacional de la Legión de Honor";"68937778";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/065_Jules-Bastien%20Le%20Page%20Portrait%20de%20l'artiste.jpg";"https://es.wikipedia.org/wiki/Jules_Bastien-Lepage"
"Q501";"OK";"es";"Charles Baudelaire";"es";"poeta y crítico de arte francés";"Q5";"ser humano";"Q6581097";"masculino";"+1821-04-09T00:00:00Z";"1821";"Q15149908";"former 11th arrondissement of Paris";"48.850555";"2.332578";"Q142";"Francia";"+1867-08-31T00:00:00Z";"1867";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q49757|Q4164507|Q11774202|Q333634|Q36180|Q4263842|Q6430706|Q1930187";"poeta|crítico de arte|ensayista|traductor|escritor|crítico literario|crítico|periodista";"Q216578|Q2249082|Q3225375|Q19227154|Q6462404|Q2250614|Q3201688";"Las flores del mal|Los paraísos artificiales|El pintor de la vida moderna|Reflections on Some of My Contemporaries|La Fanfarlo|Pequeños poemas en prosa|El albatros";"Q1059546|Q471980";"Liceo Louis-le-Grand|Lycée Saint-Louis";"Q482";"poesía";"Q164800";"simbolismo";"Q174864|Q846094";"elegía|decadentismo";"Q16867|Q185832|Q309854|Q317160|Q43444|Q535|Q7198|Q183713";"Edgar Allan Poe|Emmanuel Swedenborg|Joseph de Maistre|Thomas de Quincey|Gustave Flaubert|Victor Hugo|Ovidio|Théophile Gautier";NA;NA;"Q908793";"Concours général";"17218730";"XX1721422";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Baudelaire_crop.jpg";"https://es.wikipedia.org/wiki/Charles_Baudelaire"
"Q207298";"OK";"es";"Frédéric Bazille";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1841-12-06T00:00:00Z";"1841";"Q6441";"Montpellier";"43.610919444";"3.877230555";"Q142";"Francia";"+1870-11-28T00:00:00Z";"1870";"Q752898";"Beaune-la-Rolande";"48.069722222";"2.429166666";"Q142";"Francia";"Q1028181";"pintor";"Q2786992|Q2868852|Q325981";"Vista del pueblo|Studio in the Rue de Furstemberg|Retrato de una familia";NA;NA;NA;NA;"Q40415|Q143357|Q2642826";"impresionismo|Escuela de Barbizon|pintura del Realismo";"Q134307|Q191163|Q5448026|Q170571|Q214127";"retrato|pintura del paisaje|pintura de personaje|bodegón|escena de género";NA;NA;NA;NA;NA;NA;"24651465";"XX1011503";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Bazille,_Fr%C3%A9d%C3%A9ric,%20album%20Manet,%20BNF%20Gallica.jpg";"https://es.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Bazille"
"Q3130641";"OK";"es";"Henri Beau";"es";"pintor canadiense (1863-1949)";"Q5";"ser humano";"Q6581097";"masculino";"+1863-06-27T00:00:00Z";"1863";"Q340";"Montreal";"45.5033426";"-73.5868411";"Q16";"Canadá";"+1949-05-15T00:00:00Z";"1949";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q1028181|Q37226|Q635734";"pintor|profesor|archivero";"Q23867722|Q59556168|Q59553281";"Chemin en été|L'Arrivée de Champlain à Québec|Atelier de l'artiste";"Q337480";"Academia Julian";NA;NA;"Q40415";"impresionismo";NA;NA;"Q296";"Claude Monet";NA;NA;NA;NA;"15566857";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Henri_Beau.jpg";NA
"Q1287527";"OK";"es";"Edouard Béliard";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1832-11-24T00:00:00Z";"1832";"Q2845753";"former 2nd arrondissement of Paris";"48.872674";"2.340506";"Q142";"Francia";"+1912-11-28T00:00:00Z";"1912";"Q205584";"Étampes";"48.435";"2.162222222";"Q142";"Francia";"Q1028181";"pintor";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"309815322";NA;NA;NA;NA
"Q3103671";"OK";"es";"Georges de Bellio";"en";"French art collector and physician (1828-1894)";"Q5";"ser humano";"Q6581097";"masculino";"+1828-02-20T00:00:00Z";"1828";"Q19660";"Bucarest";"44.413361111";"26.097777777";"Q218";"Rumania";"+1894-01-26T00:00:00Z";"1894";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q10732476|Q39631";"coleccionista de arte|médico";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"62743709";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Georges_de%20Bellio%20(1865).jpg";NA
"Q956055";"OK";"es";"Frank Weston Benson";"es";"pintor estadounidense (1862–1951)";"Q5";"ser humano";"Q6581097";"masculino";"+1862-03-24T00:00:00Z";"1862";"Q54140";"Salem";"42.516845";"-70.898503";"Q30";"Estados Unidos";"+1951-11-15T00:00:00Z";"1951";"Q54140";"Salem";"42.516845";"-70.898503";"Q30";"Estados Unidos";"Q1028181|Q1925963";"pintor|artista gráfico";"Q7640479";"Sunlight";"Q337480|Q1298529";"Academia Julian|School of the Museum of Fine Arts";"Q40415";"impresionismo";"Q40415";"impresionismo";"Q134307";"retrato";NA;NA;"Q463303|Q1971798|Q463281";"Academia Estadounidense de las Artes y las Ciencias|The Ten American Painters|Academia Estadounidense de las Artes y las Letras";"Q52382875";"Miembro de la Academia Estadounidense de las Artes y las Ciencias";"19787633";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Frank_W%20Benson%20artist%20headshot-crop.jpg";"https://es.wikipedia.org/wiki/Frank_Weston_Benson"
"Q461907";"OK";"es";"Jean Béraud";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1849-01-12T00:00:00Z";"1849";"Q656";"San Petersburgo";"59.95";"30.316666666";"Q159";"Rusia";"+1935-10-04T00:00:00Z";"1935";"Q3452118";"rue du Boccador";"48.867";"2.30238";"Q142";"Francia";"Q1028181";"pintor";"Q17491774|Q17491903|Q1799047";"Q17491774|Q17491903|La Pâtisserie Gloppe";"Q926749|Q273593";"Liceo Condorcet|Escuela Nacional Superior de Bellas Artes de París";NA;NA;NA;NA;"Q134307";"retrato";NA;NA;"Q604840";"Liga de la Patria Francesa";"Q10855195|Q10855271";"Oficial de la Orden Nacional de la Legión de Honor|Caballero de la Orden Nacional de la Legión de Honor";"37659021";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Jean_B%C3%A9raud,%20by%20Jean%20B%C3%A9raud.jpg";"https://es.wikipedia.org/wiki/Jean_B%C3%A9raud"
"Q264193";"OK";"es";"Émile Bernard";"es";"pintor francés";"Q5";"ser humano";"Q6581097";"masculino";"+1868-04-28T00:00:00Z";"1868";"Q648";"Lille";"50.631944444";"3.0575";"Q142";"Francia";"+1941-04-16T00:00:00Z";"1941";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q1028181|Q49757|Q36180|Q644687|Q33231|Q3391743|Q1925963|Q1281618|Q11569986|Q17505902";"pintor|poeta|escritor|ilustrador|fotógrafo|artista visual|artista gráfico|escultor|grabador|acuarelista";"Q17490655|Q17490716|Q4962044";"Adam and Eve|After the Bath, the Nymphs""|Breton Women at a Wall";"Q337480";"Academia Julian";NA;NA;"Q382056|Q503708|Q200034|Q889525|Q42865|Q847847|Q164800";"Escuela de Pont-Aven|Nabis|puntillismo|Cloisonismo|orientalismo|sintetismo|simbolismo";"Q134307|Q191163|Q2414609|Q40446|Q1935974|Q214127|Q3374376";"retrato|pintura del paisaje|pintura religiosa|desnudo|paisaje urbano|escena de género|pintura mitológica";NA;NA;NA;NA;"Q10855271";"Caballero de la Orden Nacional de la Legión de Honor";"76343073";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Henri_de%20Toulouse-Lautrec%20-%20Portrait%20de%20%C3%89mile%20Bernard.jpg";"https://es.wikipedia.org/wiki/%C3%89mile_Bernard"
"Q1403669";"OK";"es";"Aureliano de Beruete";"es";"Pintor, político y crítico español";"Q5";"ser humano";"Q6581097";"masculino";"+1845-09-27T00:00:00Z";"1845";"Q2807";"Madrid";"40.416944444";"-3.703333333";"Q29";"España";"+1912-01-05T00:00:00Z";"1912";"Q2807";"Madrid";"40.416944444";"-3.703333333";"Q29";"España";"Q1028181|Q82955";"pintor|político";"Q17491338|Q17493639";"Q17491338|Los Cigaralles";"Q1322403";"Real Academia de Bellas Artes de San Fernando";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"18106809";"XX1032142";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Aureliano_de%20Beruete%20padre%20(Sorolla).jpg";"https://es.wikipedia.org/wiki/Aureliano_de_Beruete"
"Q424348";"OK";"es";"Paul-Albert Besnard";"en";"French painter and engraver (1849-1934)";"Q5";"ser humano";"Q6581097";"masculino";"+1849-06-02T00:00:00Z";"1849";"Q259463";"VII Distrito de París";"48.859166666";"2.312777777";"Q142";"Francia";"+1934-12-04T00:00:00Z";"1934";"Q197297";"XVII Distrito de París";"48.882244444";"2.307838888";"Q142";"Francia";"Q1028181|Q11569986|Q1925963|Q15296811";"pintor|grabador|artista gráfico|dibujante";"Q17490689|Q17491212|Q17491330|Q20260133";"Portrait of André-Charles Coppier (1866-1948)|Q17491212|Q17491330|Woman's Head";"Q273593|Q337494";"Escuela Nacional Superior de Bellas Artes de París|Academia Francesa en Roma";NA;NA;"Q164800";"simbolismo";"Q134307";"retrato";NA;NA;"Q161806|Q270920|Q337531";"Academia Francesa|Real Academia de Artes|Academia de Bellas Artes";"Q10855271|Q10855212|Q10855216|Q10855226|Q576434|Q10855195";"Caballero de la Orden Nacional de la Legión de Honor|Comandante de la Orden Nacional de la Legión de Honor|Gran Oficial de la Orden Nacional de la Legión de Honor|Gran Cruz de la Orden Nacional de la Legión de Honor|Premio de Roma|Oficial de la Orden Nacional de la Legión de Honor";"10120679";"XX830130";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Albert_Besnard%201913.jpg";"https://es.wikipedia.org/wiki/Albert_Besnard"
"Q66112";"OK";"es";"Samuel Bing";"es";"marchante de arte franco-alemán";"Q5";"ser humano";"Q6581097";"masculino";"+1838-02-26T00:00:00Z";"1838";"Q1055";"Hamburgo";"53.55";"10";"Q183";"Alemania";"+1905-09-06T00:00:00Z";"1905";"Q638656";"Vaucresson";"48.8425";"2.152777777";"Q142";"Francia";"Q173950|Q10732476|Q2516866|Q381160";"marchante de arte|coleccionista de arte|editor|perito";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Q10855271";"Caballero de la Orden Nacional de la Legión de Honor";"32839322";"XX857486";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/S._Bing%20en%20kimono.jpg";"https://es.wikipedia.org/wiki/Samuel_Bing"
"Q3278599";"OK";"es";"Hugo Birger";"es";"artista sueco";"Q5";"ser humano";"Q6581097";"masculino";"+1854-01-12T00:00:00Z";"1854";"Q1754";"Estocolmo";"59.329444444";"18.068611111";"Q34";"Suecia";"+1887-06-17T00:00:00Z";"1887";"Q25411";"Helsingborg";"56.042411686";"12.720996359";"Q34";"Suecia";"Q1028181";"pintor";"Q18573973|Q18599109|Q18599110";"A Street in Paris. Study from Montmartre|A Gipsy|Sitting under the Arbour";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"340149066539265601244";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Hugo_Petersson%20Birger%20-%20from%20Svenskt%20Portr%C3%A4ttgalleri%20XX.png";NA
"Q1063751";"OK";"es";"Charles Blanc";"en";"French art critic (1813-1882)";"Q5";"ser humano";"Q6581097";"masculino";"+1813-11-04T00:00:00Z";"1813";"Q188776";"Castres";"43.605833333";"2.24";"Q142";"Francia";"+1882-01-17T00:00:00Z";"1882";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q1792450|Q121594|Q4164507|Q11569986|Q1930187|Q36180";"historiador del arte|catedrático|crítico de arte|grabador|periodista|escritor";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Q161806|Q337531|Q1760178";"Academia Francesa|Academia de Bellas Artes|Accademia delle Arti del Disegno";NA;NA;"54191682";"XX1670407";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Charles_Blanc%20Nadar%201865-70.jpg";"https://es.wikipedia.org/wiki/Charles_Blanc"
"Q152797";"OK";"es";"Umberto Boccioni";"es";"pintor y escultor italiano";"Q5";"ser humano";"Q6581097";"masculino";"+1882-10-19T00:00:00Z";"1882";"Q8471";"Regio de Calabria";"38.114438888";"15.65";"Q38";"Italia";"+1916-08-17T00:00:00Z";"1916";"Q2028";"Verona";"45.438611111";"10.992777777";"Q38";"Italia";"Q1028181|Q1281618|Q15296811|Q33231|Q4164507|Q1925963|Q11569986|Q483501";"pintor|escultor|dibujante|fotógrafo|crítico de arte|artista gráfico|grabador|artista";"Q587514|Q933665|Q934482";"La ciudad se levanta|Formas únicas de continuidad en el espacio|The Street Enters the House";"Q338481|Q338505";"Academia de Bellas Artes de Roma|Accademia di Belle Arti di Venezia";NA;NA;"Q131221";"futurismo";"Q1622217|Q134307|Q166030|Q191163";"arte figurativo|retrato|vedutismo|pintura del paisaje";NA;NA;NA;NA;NA;NA;"51685971";"XX859960";NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Emilio_Sommariva%20(1883%20-%201956)%20Ritratto%20del%20pittore%20Umberto%20Boccioni%20(1914).jpg|https://commons.wikimedia.org/wiki/Special:FilePath/Umberto_Boccioni1914.jpg";"https://es.wikipedia.org/wiki/Umberto_Boccioni"
"Q1373445";"OK";"es";"Eugène Boch";"es";"pintor belga";"Q5";"ser humano";"Q6581097";"masculino";"+1855-09-01T00:00:00Z";"1855";"Q211572";"La Louvière";"50.477777777";"4.188055555";"Q31";"Bélgica";"+1941-01-03T00:00:00Z";"1941";"Q595881";"Monthyon";"49.008055555";"2.827222222";"Q142";"Francia";"Q1028181";"pintor";NA;NA;NA;NA;NA;NA;"Q40415";"impresionismo";NA;NA;NA;NA;NA;NA;NA;NA;"1074475";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Van_Gogh%20-%20Portrait%20of%20Eug%C3%A9ne%20Boch.jpg";NA
"Q466668";"OK";"es";"Anna Boch";"es";"pintora belga";"Q5";"ser humano";"Q6581072";"femenino";"+1848-02-10T00:00:00Z";"1848";"Q2311244";"Saint-Vaast";"50.4525018";"4.1604101";"Q31";"Bélgica";"+1936-02-25T00:00:00Z";"1936";"Q208713";"Ixelles";"50.833055555";"4.366944444";"Q31";"Bélgica";"Q1028181";"pintor";NA;NA;NA;NA;"Q11629|Q82604";"pintura|diseño";"Q200034|Q40415|Q150091";"puntillismo|impresionismo|neoimpresionismo";NA;NA;NA;NA;"Q463283|Q3032403";"Los XX|Vie et Lumière";NA;NA;"55209252";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Anna_Boch%20in%20Her%20Studio%201893.jpg";"https://es.wikipedia.org/wiki/Anna_Boch"
"Q362003";"OK";"es";"Giovanni Boldini";"es";"pintor italiano";"Q5";"ser humano";"Q6581097";"masculino";"+1842-12-31T00:00:00Z";"1842";"Q13362";"Ferrara";"44.835297";"11.619865";"Q38";"Italia";"+1931-01-11T00:00:00Z";"1931";"Q90";"París";"48.856666666";"2.352222222";"Q142";"Francia";"Q1028181|Q3391743";"pintor|artista visual";"Q17491648|Q17492870|Q17493062|Q20091566";"Portrait of Henri Rochefort|Retrato de Robert de Montesquiou|The melon|Portrait of Giuseppe Verdi";"Q1760178";"Accademia delle Arti del Disegno";"Q36649";"artes visuales";"Q574985";"macchiaioli";"Q134307";"retrato";"Q47551|Q706519";"Tiziano|Domenico Tintoretto";"Q1760178";"Accademia delle Arti del Disegno";"Q10855195|Q163700";"Oficial de la Orden Nacional de la Legión de Honor|Orden Nacional de la Legión de Honor";"56618159";NA;NA;"https://commons.wikimedia.org/wiki/Special:FilePath/Giovanni_Boldini%201926%20(2).jpg";"https://es.wikipedia.org/wiki/Giovanni_Boldini"
